169	SENSORS_HEADER	heater_heater	silicagel_Fan	ambient_Fan	silicagel_C	silicagel_rH	silicagel_dew	board_C	board_rH	board_dew	ext_C	ext_rH	ext_dew	heater_C	aux_C
316801	SENSORS_VALUES	78.431374	0	1	39.01	40.8	23.3	29.34	53.2	18.9	25.95	66.1	19.2	80.06	27.19
318805	SENSORS_VALUES	78.431374	0	1	39.01	40.8	23.3	29.32	53.3	18.9	25.95	66.1	19.2	80.13	27.25
320801	SENSORS_VALUES	78.431374	0	1	39.02	40.8	23.3	29.32	53.3	18.9	25.96	66.1	19.2	80.13	27.19
322801	SENSORS_VALUES	78.431374	0	1	39.02	40.8	23.3	29.34	53.3	18.9	25.95	66.1	19.2	80.13	27.19
324802	SENSORS_VALUES	78.431374	0	1	39.07	40.9	23.4	29.38	53.3	18.9	25.96	66.1	19.2	80.19	27.19
326802	SENSORS_VALUES	78.431374	0	1	39.05	40.9	23.4	29.36	53.3	18.9	25.96	66.1	19.2	80.19	27.25
328801	SENSORS_VALUES	78.431374	0	1	39.05	40.8	23.3	29.35	53.4	18.9	25.98	66.0	19.2	80.19	27.19
330801	SENSORS_VALUES	78.431374	0	1	39.08	40.9	23.4	29.35	53.4	18.9	25.96	66.0	19.2	80.25	27.19
332801	SENSORS_VALUES	78.431374	0	1	39.11	40.9	23.4	29.34	53.4	18.9	25.95	66.0	19.2	80.25	27.19
334801	SENSORS_VALUES	78.431374	0	1	39.11	40.9	23.4	29.34	53.4	18.9	25.99	66.0	19.2	80.31	27.25
336852	SENSORS_VALUES	78.431374	0	1	39.11	40.9	23.4	29.35	53.4	18.9	25.96	66.0	19.2	80.31	27.19
338801	SENSORS_VALUES	78.431374	0	1	39.14	40.9	23.5	29.34	53.5	18.9	25.96	66.0	19.2	80.31	27.25
340801	SENSORS_VALUES	78.431374	0	1	39.17	40.9	23.5	29.34	53.5	19.0	25.96	66.0	19.2	80.38	27.19
342802	SENSORS_VALUES	78.431374	0	1	39.17	40.9	23.5	29.38	53.5	19.0	25.96	66.0	19.2	80.38	27.25
344801	SENSORS_VALUES	78.431374	0	1	39.15	40.9	23.5	29.35	53.5	19.0	25.96	66.0	19.2	80.44	27.25
346805	SENSORS_VALUES	78.431374	0	1	39.19	40.9	23.5	29.38	53.6	19.0	25.95	66.0	19.1	80.44	27.19
348801	SENSORS_VALUES	78.431374	0	1	39.19	40.9	23.5	29.35	53.6	19.0	25.96	66.0	19.2	80.44	27.19
350801	SENSORS_VALUES	78.431374	0	1	39.19	40.9	23.5	29.38	53.6	19.0	25.95	66.0	19.2	80.50	27.25
352801	SENSORS_VALUES	78.431374	0	1	39.21	40.9	23.5	29.38	53.6	19.0	25.98	66.0	19.2	80.50	27.25
354802	SENSORS_VALUES	78.431374	0	1	39.21	40.9	23.5	29.38	53.6	19.0	25.98	66.1	19.2	80.50	27.19
356802	SENSORS_VALUES	78.431374	0	1	39.24	40.9	23.6	29.35	53.7	19.0	25.96	66.0	19.2	80.50	27.19
358801	SENSORS_VALUES	78.431374	0	1	39.22	40.9	23.5	29.36	53.7	19.0	25.95	66.1	19.2	80.50	27.25
360802	SENSORS_VALUES	78.431374	0	1	39.26	40.9	23.6	29.39	53.7	19.1	25.95	66.0	19.2	80.56	27.25
362802	SENSORS_VALUES	78.431374	0	1	39.26	40.9	23.6	29.38	53.7	19.1	25.95	66.0	19.2	80.56	27.25
364805	SENSORS_VALUES	78.431374	0	1	39.28	40.9	23.6	29.36	53.8	19.1	25.96	66.1	19.2	80.56	27.25
366801	SENSORS_VALUES	78.431374	0	1	39.28	40.9	23.6	29.36	53.8	19.1	25.95	66.0	19.2	80.63	27.25
368802	SENSORS_VALUES	78.431374	0	1	39.29	40.9	23.6	29.38	53.8	19.1	25.95	66.1	19.2	80.63	27.25
370802	SENSORS_VALUES	78.431374	0	1	39.30	40.9	23.6	29.36	53.8	19.1	25.98	66.0	19.2	80.69	27.19
372801	SENSORS_VALUES	78.431374	0	1	39.35	40.9	23.7	29.41	53.8	19.1	25.95	66.0	19.2	80.69	27.19
374852	SENSORS_VALUES	78.431374	0	1	39.35	41.0	23.7	29.39	53.8	19.1	25.95	66.0	19.2	80.69	27.25
376801	SENSORS_VALUES	78.431374	0	1	39.33	40.9	23.6	29.41	53.9	19.1	25.95	66.1	19.2	80.69	27.19
378802	SENSORS_VALUES	78.431374	0	1	39.35	40.9	23.7	29.39	53.9	19.1	25.94	66.0	19.1	80.69	27.25
380801	SENSORS_VALUES	78.431374	0	1	39.33	40.9	23.7	29.41	53.9	19.1	25.95	66.0	19.2	80.75	27.25
382801	SENSORS_VALUES	78.431374	0	1	39.38	40.9	23.7	29.39	53.9	19.1	25.95	66.0	19.2	80.75	27.19
384802	SENSORS_VALUES	78.431374	0	1	39.39	40.9	23.7	29.39	53.9	19.1	25.96	66.0	19.2	80.81	27.25
386801	SENSORS_VALUES	78.431374	0	1	39.41	41.0	23.7	29.38	54.0	19.1	25.95	66.0	19.2	80.81	27.19
388802	SENSORS_VALUES	78.431374	0	1	39.41	41.0	23.7	29.41	54.0	19.2	25.94	66.0	19.1	80.81	27.19
390801	SENSORS_VALUES	78.431374	0	1	39.41	41.0	23.7	29.39	54.0	19.1	25.94	66.0	19.1	80.81	27.19
392805	SENSORS_VALUES	78.431374	0	1	39.44	41.0	23.8	29.42	54.0	19.2	25.95	65.9	19.1	80.81	27.25
